zat_aktif_1,zat_aktif_2,level
clarithromycin,eplerenone,major
clarithromycin,erythromycin,major
clarithromycin,estazolam,moderate
clarithromycin,ethinylestradiol,moderate
clarithromycin,etonogestrel,moderate
clarithromycin,everolimus,major
clarithromycin,famotidine,moderate
clarithromycin,fenofibrate,unknown
clarithromycin,fluconazole,minor
clarithromycin,fluticasone,major
clarithromycin,folic acid,unknown
clarithromycin,furosemide,unknown
clarithromycin,halothane,moderate
clarithromycin,hydrochlorothiazide,unknown
clarithromycin,hydrocortisone,moderate
clarithromycin,ibrutinib,major
clarithromycin,ibuprofen,unknown
clarithromycin,insulin glargine,moderate
clarithromycin,insulin lispro,moderate
clarithromycin,interferon beta-1a,moderate
clarithromycin,irbesartan,unknown
clarithromycin,isoniazid,unknown
clarithromycin,isosorbide dinitrate,unknown
clarithromycin,isosorbide mononitrate,unknown
clarithromycin,ketoconazole,moderate
clarithromycin,ketoprofen,unknown
clarithromycin,lamivudine,unknown
clarithromycin,lansoprazole,moderate
clarithromycin,latanoprost,unknown
clarithromycin,leflunomide,major
clarithromycin,lenalidomide,unknown
clarithromycin,levonorgestrel,moderate
clarithromycin,lidocaine,unknown
clarithromycin,linezolid,unknown
clarithromycin,lithium carbonate,moderate
clarithromycin,lixisenatide,moderate
clarithromycin,lorlatinib,major
clarithromycin,lovastatin,major
clarithromycin,magnesium hydroxide,moderate
clarithromycin,medroxyprogesterone acetate,moderate
clarithromycin,mefenamic acid,unknown
clarithromycin,meloxicam,unknown
clarithromycin,mesalazine,unknown
clarithromycin,metformin,moderate
clarithromycin,methotrexate,moderate
clarithromycin,methylprednisolone,major
clarithromycin,metronidazole,minor
clarithromycin,mycophenolate mofetil,moderate
clarithromycin,nifedipine,moderate
clarithromycin,nimodipine,major
clarithromycin,norethisterone,moderate
clarithromycin,nystatin,unknown
clarithromycin,ofloxacin,moderate
clarithromycin,ondansetron,moderate
clarithromycin,oxaliplatin,moderate
clarithromycin,oxcarbazepine,moderate
clarithromycin,oxytocin,moderate
clarithromycin,paclitaxel,moderate
clarithromycin,palbociclib,major
clarithromycin,paliperidone,moderate
clarithromycin,pegaspargase,moderate
clarithromycin,piperacillin,minor
clarithromycin,pomalidomide,moderate
clarithromycin,potassium chloride,unknown
clarithromycin,prednisolone,moderate
clarithromycin,prednisone,moderate
clarithromycin,pregabalin,unknown
clarithromycin,promethazine,moderate
clarithromycin,propofol,moderate
clarithromycin,pyrazinamide,unknown
clarithromycin,ribociclib,major
clarithromycin,rifampicin,moderate
clarithromycin,rifapentine,moderate
clarithromycin,risperidone,moderate
clarithromycin,ritonavir,moderate
clarithromycin,rivaroxaban,moderate
clarithromycin,sevoflurane,moderate
clarithromycin,simvastatin,major
clarithromycin,sodium bicarbonate,unknown
clarithromycin,sucralfate,unknown
clarithromycin,sulfadiazine,unknown
clarithromycin,sulfamethoxazole,minor
clarithromycin,sulfasalazine,unknown
clarithromycin,tacrolimus,major
clarithromycin,timolol,unknown
clarithromycin,tobramycin,unknown
clarithromycin,tolvaptan,major
clarithromycin,topiramate,unknown
clarithromycin,tretinoin,moderate
clarithromycin,triamcinolone,major
clarithromycin,trimethoprim,unknown
clarithromycin,valsartan,unknown
clarithromycin,vilanterol,moderate
clarithromycin,voriconazole,moderate
clarithromycin,zanubrutinib,major
clarithromycin,zidovudine,minor
clarithromycin,zonisamide,moderate
clotrimazole,clozapine,unknown
clotrimazole,crizotinib,moderate
clotrimazole,cyanocobalamin,unknown
clotrimazole,cyclophosphamide,unknown
clotrimazole,dasatinib,moderate
clotrimazole,dexamethasone,unknown
clotrimazole,diclofenac,unknown
clotrimazole,digoxin,unknown
clotrimazole,docetaxel,unknown
clotrimazole,drospirenone,moderate
clotrimazole,dutasteride,moderate
clotrimazole,efavirenz,moderate
clotrimazole,enzalutamide,moderate
clotrimazole,epinephrine,unknown
clotrimazole,eplerenone,major
clotrimazole,erythromycin,unknown
clotrimazole,ethinylestradiol,moderate
clotrimazole,etonogestrel,moderate
clotrimazole,everolimus,moderate
clotrimazole,famotidine,unknown
clotrimazole,fenofibrate,unknown
clotrimazole,fluconazole,unknown
clotrimazole,fluorouracil,unknown
clotrimazole,fluticasone,unknown
clotrimazole,folic acid,unknown
clotrimazole,furosemide,unknown
clotrimazole,gemfibrozil,unknown
clotrimazole,hydrochlorothiazide,unknown
clotrimazole,hydrocortisone,unknown
clotrimazole,ibrutinib,moderate
clotrimazole,ibuprofen,unknown
clotrimazole,interferon beta-1a,moderate
clotrimazole,iopromide,unknown
clotrimazole,irbesartan,unknown
clotrimazole,isosorbide dinitrate,unknown
clotrimazole,isosorbide mononitrate,unknown
clotrimazole,ketoconazole,unknown
clotrimazole,lamivudine,unknown
clotrimazole,lansoprazole,unknown
clotrimazole,latanoprost,unknown
clotrimazole,leflunomide,major
clotrimazole,lenalidomide,unknown
clotrimazole,levonorgestrel,moderate
clotrimazole,lidocaine,unknown
clotrimazole,linezolid,unknown
clotrimazole,lopinavir,minor
clotrimazole,lorlatinib,moderate
clotrimazole,lovastatin,moderate
clotrimazole,medroxyprogesterone acetate,moderate
clotrimazole,meloxicam,unknown
clotrimazole,metformin,unknown
clotrimazole,methotrexate,moderate
clotrimazole,methylprednisolone,unknown
clotrimazole,metronidazole,unknown
clotrimazole,minoxidil,unknown
clotrimazole,mupirocin,unknown
clotrimazole,nifedipine,moderate
clotrimazole,nimodipine,moderate
clotrimazole,norethisterone,moderate
clotrimazole,nystatin,unknown
clotrimazole,ofloxacin,unknown
clotrimazole,ondansetron,unknown
clotrimazole,oxaliplatin,unknown
clotrimazole,paclitaxel,moderate
clotrimazole,palbociclib,moderate
clotrimazole,pegaspargase,moderate
clotrimazole,piroxicam,unknown
clotrimazole,potassium chloride,unknown
clotrimazole,prednisolone,unknown
clotrimazole,prednisone,unknown
clotrimazole,promethazine,unknown
clotrimazole,propofol,unknown
clotrimazole,ribociclib,moderate
clotrimazole,risperidone,unknown
clotrimazole,ritonavir,unknown
clotrimazole,rivaroxaban,moderate
clotrimazole,simvastatin,moderate
clotrimazole,sodium bicarbonate,unknown
clotrimazole,sucralfate,unknown
clotrimazole,tacrolimus,major
clotrimazole,tobramycin,unknown
clotrimazole,topiramate,unknown
clotrimazole,triamcinolone,unknown
clotrimazole,trimethoprim,unknown
clotrimazole,valsartan,unknown
clotrimazole,zanubrutinib,moderate
clotrimazole,zonisamide,moderate
clozapine,crizotinib,major
clozapine,cyanocobalamin,unknown
clozapine,cyclophosphamide,major
clozapine,dasatinib,major
clozapine,decitabine,major
clozapine,deferasirox,major
clozapine,deferiprone,major
clozapine,dexamethasone,unknown
clozapine,dextromethorphan,moderate
clozapine,diclofenac,unknown
clozapine,docetaxel,major
clozapine,empagliflozin,moderate
clozapine,enzalutamide,major
clozapine,epinephrine,moderate
clozapine,erythromycin,moderate
clozapine,etanercept,major
clozapine,ethinylestradiol,moderate
clozapine,famotidine,moderate
clozapine,fluconazole,major
clozapine,fluorouracil,major
clozapine,fluticasone,unknown
clozapine,folic acid,unknown
clozapine,golimumab,major
clozapine,hydrocortisone,unknown
clozapine,ibrutinib,major
clozapine,ibuprofen,unknown
clozapine,infliximab,major
clozapine,insulin glargine,moderate
clozapine,insulin lispro,moderate
clozapine,iohexol,major
clozapine,iopamidol,major
clozapine,ketoconazole,major
clozapine,lansoprazole,unknown
clozapine,leflunomide,major
clozapine,lenalidomide,major
clozapine,lixisenatide,moderate
clozapine,magnesium hydroxide,moderate
clozapine,medroxyprogesterone acetate,moderate
clozapine,mesalazine,unknown
clozapine,metformin,moderate
clozapine,methotrexate,major
clozapine,metronidazole,minor
clozapine,minoxidil,moderate
clozapine,nystatin,unknown
clozapine,ondansetron,major
clozapine,oxaliplatin,major
clozapine,oxytocin,major
clozapine,paclitaxel,major
clozapine,palbociclib,major
clozapine,pegaspargase,major
clozapine,pomalidomide,major
clozapine,potassium chloride,major
clozapine,prednisolone,unknown
clozapine,prednisone,unknown
clozapine,promethazine,moderate
clozapine,ribociclib,major
clozapine,rituximab,major
clozapine,selinexor,major
clozapine,simvastatin,unknown
clozapine,sodium bicarbonate,unknown
clozapine,sucralfate,unknown
clozapine,tacrolimus,major
clozapine,tretinoin,unknown
clozapine,triamcinolone,unknown
clozapine,trifluridine,major
clozapine,vilanterol,moderate
crizotinib,cyclophosphamide,moderate
crizotinib,dasatinib,major
crizotinib,deferasirox,moderate
crizotinib,deferiprone,major
crizotinib,dexamethasone,moderate
crizotinib,digoxin,moderate
crizotinib,docetaxel,major
crizotinib,dutasteride,moderate
crizotinib,efavirenz,major
crizotinib,enzalutamide,major
crizotinib,eplerenone,major
crizotinib,erythromycin,major
crizotinib,estazolam,moderate
crizotinib,etanercept,moderate
crizotinib,everolimus,major
crizotinib,famotidine,moderate
crizotinib,fluconazole,major
crizotinib,fluticasone,moderate
crizotinib,golimumab,moderate
crizotinib,halothane,major
crizotinib,ibrutinib,major
crizotinib,infliximab,moderate
crizotinib,interferon beta-1a,moderate
crizotinib,isoniazid,moderate
crizotinib,ketoconazole,major
crizotinib,leflunomide,major
crizotinib,levodopa,moderate
crizotinib,linezolid,moderate
crizotinib,lithium carbonate,major
crizotinib,lorlatinib,moderate
crizotinib,lovastatin,moderate
crizotinib,magnesium hydroxide,moderate
crizotinib,metformin,moderate
crizotinib,methotrexate,moderate
crizotinib,metronidazole,moderate
crizotinib,nifedipine,moderate
crizotinib,nimodipine,moderate
crizotinib,ofloxacin,major
crizotinib,ondansetron,major
crizotinib,oxaliplatin,major
crizotinib,oxcarbazepine,moderate
crizotinib,oxytocin,major
crizotinib,paclitaxel,moderate
crizotinib,palbociclib,moderate
crizotinib,paliperidone,major
crizotinib,pegaspargase,moderate
crizotinib,phenobarbital,major
crizotinib,pomalidomide,moderate
crizotinib,promethazine,major
crizotinib,propofol,moderate
crizotinib,ribociclib,major
crizotinib,rifampicin,major
crizotinib,rifapentine,major
crizotinib,risperidone,major
crizotinib,ritonavir,major
crizotinib,rivaroxaban,moderate
crizotinib,sevoflurane,major
crizotinib,simvastatin,moderate
crizotinib,sulfamethoxazole,minor
crizotinib,tacrolimus,major
crizotinib,timolol,moderate
crizotinib,tolvaptan,moderate
crizotinib,vilanterol,moderate
crizotinib,voriconazole,major
crizotinib,zanubrutinib,major
crizotinib,zonisamide,moderate
cyanocobalamin,cyclophosphamide,unknown
cyanocobalamin,dexamethasone,unknown
cyanocobalamin,diclofenac,unknown
cyanocobalamin,digoxin,unknown
cyanocobalamin,docetaxel,unknown
cyanocobalamin,entacapone,unknown
cyanocobalamin,erythromycin,unknown
cyanocobalamin,estazolam,unknown
cyanocobalamin,exemestane,unknown
cyanocobalamin,famotidine,minor
cyanocobalamin,fenofibrate,unknown
cyanocobalamin,fluconazole,unknown
cyanocobalamin,fluorouracil,unknown
cyanocobalamin,fluticasone,unknown
cyanocobalamin,folic acid,unknown
cyanocobalamin,furosemide,unknown
cyanocobalamin,gemfibrozil,unknown
cyanocobalamin,hydrochlorothiazide,unknown
cyanocobalamin,hydrocortisone,unknown
cyanocobalamin,ibuprofen,unknown
cyanocobalamin,irbesartan,unknown
cyanocobalamin,isoniazid,unknown
cyanocobalamin,isosorbide dinitrate,unknown
cyanocobalamin,isosorbide mononitrate,unknown
cyanocobalamin,ketoprofen,unknown
cyanocobalamin,lamivudine,unknown
cyanocobalamin,lansoprazole,minor
cyanocobalamin,latanoprost,unknown
cyanocobalamin,leflunomide,unknown
cyanocobalamin,lenalidomide,unknown
cyanocobalamin,lidocaine,unknown
cyanocobalamin,linezolid,unknown
cyanocobalamin,lovastatin,unknown
cyanocobalamin,mefenamic acid,unknown
cyanocobalamin,meloxicam,unknown
cyanocobalamin,mesalazine,unknown
cyanocobalamin,metformin,unknown
cyanocobalamin,methotrexate,unknown
cyanocobalamin,methylprednisolone,unknown
cyanocobalamin,metronidazole,unknown
cyanocobalamin,nifedipine,unknown
cyanocobalamin,nystatin,unknown
cyanocobalamin,ofloxacin,unknown
cyanocobalamin,ondansetron,unknown
cyanocobalamin,oxaliplatin,unknown
cyanocobalamin,paclitaxel,unknown
cyanocobalamin,piroxicam,unknown
cyanocobalamin,potassium chloride,minor
cyanocobalamin,prednisolone,unknown
cyanocobalamin,prednisone,unknown
cyanocobalamin,pregabalin,unknown
cyanocobalamin,promethazine,unknown
cyanocobalamin,rifampicin,unknown
cyanocobalamin,risperidone,unknown
cyanocobalamin,ritonavir,unknown
cyanocobalamin,simvastatin,unknown
cyanocobalamin,sodium bicarbonate,unknown
cyanocobalamin,sucralfate,unknown
cyanocobalamin,sulfasalazine,unknown
cyanocobalamin,tacrolimus,unknown
cyanocobalamin,timolol,unknown
cyanocobalamin,topiramate,unknown
cyanocobalamin,triamcinolone,unknown
cyanocobalamin,valsartan,unknown
cyanocobalamin,voriconazole,unknown
cyclophosphamide,dasatinib,unknown
cyclophosphamide,deferiprone,major
cyclophosphamide,dexamethasone,unknown
cyclophosphamide,diclofenac,unknown
cyclophosphamide,digoxin,moderate
cyclophosphamide,docetaxel,unknown
cyclophosphamide,dutasteride,unknown
cyclophosphamide,efavirenz,unknown
cyclophosphamide,enzalutamide,moderate
cyclophosphamide,epinephrine,unknown
cyclophosphamide,erythromycin,unknown
cyclophosphamide,etanercept,major
cyclophosphamide,exemestane,unknown
cyclophosphamide,famotidine,unknown
cyclophosphamide,fenofibrate,moderate
cyclophosphamide,fluconazole,unknown
cyclophosphamide,fluorouracil,moderate
cyclophosphamide,fluticasone,unknown
cyclophosphamide,folic acid,unknown
cyclophosphamide,furosemide,unknown
cyclophosphamide,gemfibrozil,unknown
cyclophosphamide,golimumab,major
cyclophosphamide,hydrochlorothiazide,moderate
cyclophosphamide,hydrocortisone,unknown
cyclophosphamide,ibuprofen,unknown
cyclophosphamide,infliximab,major
cyclophosphamide,irbesartan,unknown
cyclophosphamide,isoniazid,unknown
cyclophosphamide,isosorbide dinitrate,unknown
cyclophosphamide,isosorbide mononitrate,unknown
cyclophosphamide,ketoconazole,unknown
cyclophosphamide,ketoprofen,unknown
cyclophosphamide,lamivudine,unknown
cyclophosphamide,lansoprazole,unknown
cyclophosphamide,latanoprost,unknown
cyclophosphamide,leflunomide,major
cyclophosphamide,lenalidomide,unknown
cyclophosphamide,lidocaine,unknown
cyclophosphamide,linezolid,unknown
cyclophosphamide,lorlatinib,moderate
cyclophosphamide,lovastatin,unknown
cyclophosphamide,meloxicam,unknown
cyclophosphamide,metformin,unknown
cyclophosphamide,methotrexate,unknown
cyclophosphamide,methylprednisolone,unknown
cyclophosphamide,metronidazole,moderate
cyclophosphamide,netupitant,moderate
cyclophosphamide,nifedipine,unknown
cyclophosphamide,nystatin,unknown
cyclophosphamide,ofloxacin,minor
cyclophosphamide,ondansetron,minor
cyclophosphamide,oxaliplatin,moderate
cyclophosphamide,oxcarbazepine,moderate
cyclophosphamide,paclitaxel,unknown
cyclophosphamide,phenobarbital,minor
cyclophosphamide,piperacillin,unknown
cyclophosphamide,piroxicam,unknown
cyclophosphamide,potassium chloride,unknown
cyclophosphamide,prednisolone,unknown
cyclophosphamide,prednisone,unknown
cyclophosphamide,pregabalin,unknown
cyclophosphamide,promethazine,unknown
cyclophosphamide,propofol,unknown
cyclophosphamide,pyrazinamide,unknown
cyclophosphamide,ribociclib,moderate
cyclophosphamide,risperidone,unknown
cyclophosphamide,ritonavir,unknown
cyclophosphamide,simvastatin,unknown
cyclophosphamide,sodium bicarbonate,unknown
cyclophosphamide,sucralfate,unknown
cyclophosphamide,sulfasalazine,unknown
cyclophosphamide,tacrolimus,moderate
cyclophosphamide,tobramycin,unknown
cyclophosphamide,topiramate,unknown
cyclophosphamide,tretinoin,unknown
cyclophosphamide,triamcinolone,unknown
cyclophosphamide,trimethoprim,unknown
cyclophosphamide,ustekinumab,moderate
cyclophosphamide,valsartan,unknown
cyclophosphamide,voriconazole,unknown
cyclophosphamide,zidovudine,moderate
darbepoetin alfa,lenalidomide,major
darbepoetin alfa,pomalidomide,major
dasatinib,deferasirox,major
dasatinib,deferiprone,major
dasatinib,dexamethasone,major
dasatinib,diclofenac,major
dasatinib,digoxin,unknown
dasatinib,docetaxel,moderate
dasatinib,dutasteride,moderate
dasatinib,efavirenz,major
dasatinib,enzalutamide,major
dasatinib,eptifibatide,major
dasatinib,erythromycin,major
dasatinib,estazolam,moderate
dasatinib,etanercept,major
dasatinib,ethinylestradiol,moderate
dasatinib,etonogestrel,moderate
dasatinib,everolimus,moderate
dasatinib,famotidine,major
dasatinib,fenofibrate,unknown
dasatinib,fluconazole,moderate
dasatinib,furosemide,unknown
dasatinib,golimumab,major
dasatinib,halothane,moderate
dasatinib,hydrochlorothiazide,unknown
dasatinib,hydrocortisone,moderate
dasatinib,ibrutinib,major
dasatinib,ibuprofen,major
dasatinib,infliximab,major
dasatinib,ketoconazole,major
dasatinib,ketoprofen,major
dasatinib,lansoprazole,major
dasatinib,leflunomide,major
dasatinib,levonorgestrel,moderate
dasatinib,lidocaine,moderate
dasatinib,lithium carbonate,moderate
dasatinib,lorlatinib,moderate
dasatinib,lovastatin,moderate
dasatinib,magaldrate,moderate
dasatinib,magnesium carbonate,moderate
dasatinib,magnesium hydroxide,moderate
dasatinib,medroxyprogesterone acetate,moderate
dasatinib,mefenamic acid,major
dasatinib,meloxicam,major
dasatinib,metformin,unknown
dasatinib,methotrexate,unknown
dasatinib,methylprednisolone,moderate
dasatinib,metronidazole,minor
dasatinib,nifedipine,moderate
dasatinib,nimodipine,moderate
dasatinib,norethisterone,moderate
dasatinib,ofloxacin,moderate
dasatinib,ondansetron,moderate
dasatinib,oxaliplatin,moderate
dasatinib,oxcarbazepine,moderate
dasatinib,oxytocin,moderate
dasatinib,paclitaxel,moderate
dasatinib,palbociclib,moderate
dasatinib,paliperidone,moderate
dasatinib,phenobarbital,major
dasatinib,piroxicam,major
dasatinib,potassium chloride,unknown
dasatinib,prednisolone,moderate
dasatinib,prednisone,moderate
dasatinib,pregabalin,unknown
dasatinib,promethazine,moderate
dasatinib,propofol,moderate
dasatinib,ramucirumab,major
